t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,target_y
0.1753554502369668,0.16587677725118483,0.2511848341232228,0.4312796208530806,0.4834123222748815,0.5118483412322276,0.6327014218009479,0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038
0.16587677725118483,0.2511848341232228,0.4312796208530806,0.4834123222748815,0.5118483412322276,0.6327014218009479,0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634
0.2511848341232228,0.4312796208530806,0.4834123222748815,0.5118483412322276,0.6327014218009479,0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727
0.4312796208530806,0.4834123222748815,0.5118483412322276,0.6327014218009479,0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727,0.32701421800947866
0.4834123222748815,0.5118483412322276,0.6327014218009479,0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727,0.32701421800947866,0.5355450236966824
0.5118483412322276,0.6327014218009479,0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727,0.32701421800947866,0.5355450236966824,0.533175355450237
0.6327014218009479,0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727,0.32701421800947866,0.5355450236966824,0.533175355450237,0.556872037914692
0.6421800947867299,0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727,0.32701421800947866,0.5355450236966824,0.533175355450237,0.556872037914692,0.7014218009478673
0.6777251184834123,0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727,0.32701421800947866,0.5355450236966824,0.533175355450237,0.556872037914692,0.7014218009478673,0.6398104265402844
0.7227488151658767,0.6090047393364929,0.580568720379147,0.533175355450237,0.485781990521327,0.4620853080568721,0.3127962085308057,0.19668246445497634,0.24644549763033174,0.09241706161137442,0.04976303317535544,0.0,0.0,0.01658767772511846,0.0,0.12085308056872038,0.14928909952606634,0.24881516587677727,0.32701421800947866,0.5355450236966824,0.533175355450237,0.556872037914692,0.7014218009478673,0.6398104265402844,0.6232227488151658
